Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Spd of Max Gust (km/h),Dir of Max Gust (10s deg),Station Name,Station ID
1980-09-10,15.8,8.5,12.2,3.8,0.0,3.8,0.0,50,18.0,St. Lawrence,6723
1980-09-11,15.4,9.7,12.6,2.6,0.0,2.6,0.0,41,21.0,St. Lawrence,6723
1980-09-12,15.6,10.1,12.9,3.6,0.0,3.6,0.0,59,18.0,St. Lawrence,6723
1980-09-13,14.4,7.5,11.0,0.0,0.0,0.0,0.0,67,27.0,St. Lawrence,6723
1980-09-14,13.3,8.0,10.7,1.2,0.0,1.2,0.0,37,26.0,St. Lawrence,6723
1980-09-15,13.0,8.9,11.0,27.2,0.0,27.2,0.0,59,1.0,St. Lawrence,6723
1980-09-16,14.4,3.0,8.7,0.0,0.0,0.0,0.0,63,35.0,St. Lawrence,6723
1980-09-17,14.0,3.1,8.6,0.0,0.0,0.0,0.0,37,17.0,St. Lawrence,6723
1980-09-18,13.6,10.9,12.3,4.4,0.0,4.4,0.0,33,18.0,St. Lawrence,6723
1980-09-19,13.8,6.2,10.0,33.8,0.0,33.8,0.0,67,36.0,St. Lawrence,6723
1980-09-20,12.5,4.2,8.4,0.0,0.0,0.0,0.0,56,35.0,St. Lawrence,6723
1980-09-21,11.9,5.9,8.9,11.6,0.0,11.6,0.0,69,17.0,St. Lawrence,6723
1980-09-22,13.0,10.3,11.7,3.6,0.0,3.6,0.0,<31,,St. Lawrence,6723
1980-09-23,13.5,10.6,12.1,12.8,0.0,12.8,0.0,41,29.0,St. Lawrence,6723
1980-09-24,12.5,0.3,6.4,0.0,0.0,0.0,0.0,56,28.0,St. Lawrence,6723
1980-09-25,11.0,-0.4,5.3,0.0,0.0,0.0,0.0,41,26.0,St. Lawrence,6723
1980-09-26,14.5,1.3,7.9,25.0,0.0,25.0,0.0,69,11.0,St. Lawrence,6723
1980-09-27,14.4,8.6,11.5,0.0,0.0,0.0,0.0,65,24.0,St. Lawrence,6723
1980-09-28,11.3,6.6,9.0,0.0,0.0,0.0,0.0,52,27.0,St. Lawrence,6723
1980-09-29,10.6,0.6,5.6,0.8,0.0,0.8,0.0,70,29.0,St. Lawrence,6723
1980-09-30,11.5,0.3,5.9,0.0,0.0,0.0,0.0,56,21.0,St. Lawrence,6723
1980-10-01,15.5,8.8,12.2,0.0,0.0,0.0,0.0,44,12.0,St. Lawrence,6723
1980-10-02,11.0,9.0,10.0,33.2,0.0,33.2,0.0,83,9.0,St. Lawrence,6723
1980-10-03,15.0,9.0,12.0,3.0,0.0,3.0,0.0,83,7.0,St. Lawrence,6723
1980-10-04,14.1,10.5,12.3,6.6,0.0,6.6,0.0,56,17.0,St. Lawrence,6723
1980-10-05,14.4,9.8,12.1,0.0,0.0,0.0,0.0,41,6.0,St. Lawrence,6723
1980-10-06,10.4,8.0,9.2,22.4,0.0,22.4,0.0,65,7.0,St. Lawrence,6723
1980-10-07,13.6,8.5,11.1,7.4,0.0,7.4,0.0,65,7.0,St. Lawrence,6723
1980-10-08,9.0,4.4,6.7,0.0,0.0,0.0,0.0,33,33.0,St. Lawrence,6723
1980-10-09,10.8,5.8,8.3,8.4,0.0,8.4,0.0,37,14.0,St. Lawrence,6723
1980-10-10,10.5,5.0,7.8,0.0,0.0,0.0,0.0,63,26.0,St. Lawrence,6723
1980-10-11,10.7,5.1,7.9,0.0,0.0,0.0,0.0,41,27.0,St. Lawrence,6723
1980-10-12,13.2,8.9,11.1,0.4,0.0,0.4,0.0,44,14.0,St. Lawrence,6723
1980-10-13,12.4,7.8,10.1,3.2,0.0,3.2,0.0,63,27.0,St. Lawrence,6723
1980-10-14,11.0,5.0,8.0,0.4,0.0,0.4,0.0,41,24.0,St. Lawrence,6723
1980-10-15,10.0,2.0,6.0,2.6,0.0,2.6,0.0,46,27.0,St. Lawrence,6723
1980-10-16,8.0,0.2,4.1,0.0,0.0,0.0,0.0,41,29.0,St. Lawrence,6723
1980-10-17,10.5,-1.2,4.7,6.4,0.0,6.4,0.0,44,22.0,St. Lawrence,6723
1980-10-18,11.8,-1.6,5.1,13.4,0.0,13.4,0.0,78,21.0,St. Lawrence,6723
1980-10-19,13.2,10.0,11.6,12.0,0.0,12.0,0.0,83,21.0,St. Lawrence,6723
1980-10-20,10.8,6.3,8.6,0.0,0.0,0.0,0.0,37,26.0,St. Lawrence,6723
1980-10-21,9.8,3.8,6.8,0.8,0.0,0.8,0.0,52,27.0,St. Lawrence,6723
1980-10-22,9.1,3.8,6.5,1.2,0.0,1.2,0.0,63,24.0,St. Lawrence,6723
1980-10-23,7.8,0.4,4.1,17.8,1.2,19.0,0.0,52,31.0,St. Lawrence,6723
1980-10-24,7.4,2.8,5.1,0.0,0.0,0.0,0.0,59,32.0,St. Lawrence,6723
1980-10-25,7.3,0.0,3.7,0.0,0.0,0.0,0.0,37,32.0,St. Lawrence,6723
1980-10-26,11.7,-1.0,5.4,8.2,0.0,8.2,0.0,74,13.0,St. Lawrence,6723
1980-10-27,10.1,3.6,6.9,0.8,0.0,0.8,0.0,89,27.0,St. Lawrence,6723
1980-10-28,5.6,1.4,3.5,1.6,0.0,1.6,0.0,83,25.0,St. Lawrence,6723
1980-10-29,6.6,0.8,3.7,0.0,0.0,0.0,0.0,46,29.0,St. Lawrence,6723
1980-10-30,7.0,0.7,3.9,0.0,0.0,0.0,0.0,43,28.0,St. Lawrence,6723
1980-10-31,7.5,2.0,4.8,1.2,0.0,1.2,0.0,52,21.0,St. Lawrence,6723
1980-11-01,7.7,5.0,6.4,3.2,0.0,3.2,0.0,56,25.0,St. Lawrence,6723
1980-11-02,8.0,-0.7,3.7,0.0,0.0,0.0,0.0,46,28.0,St. Lawrence,6723
1980-11-03,2.4,-2.8,-0.2,0.0,0.0,0.0,0.0,59,30.0,St. Lawrence,6723
1980-11-04,7.9,-1.9,3.0,0.0,0.0,0.0,0.0,48,21.0,St. Lawrence,6723
1980-11-05,10.7,7.9,9.3,18.0,0.0,18.0,0.0,93,15.0,St. Lawrence,6723
1980-11-06,11.2,1.2,6.2,17.6,0.0,17.6,0.0,59,27.0,St. Lawrence,6723
1980-11-07,7.0,1.9,4.5,0.0,0.0,0.0,0.0,37,23.0,St. Lawrence,6723
1980-11-08,9.7,5.6,7.7,16.6,0.0,16.6,0.0,48,12.0,St. Lawrence,6723
1980-11-09,9.1,5.0,7.1,21.2,0.0,21.2,0.0,41,14.0,St. Lawrence,6723
1980-11-10,8.0,5.2,6.6,0.0,0.0,0.0,0.0,52,9.0,St. Lawrence,6723
1980-11-11,7.5,5.8,6.7,0.4,0.0,0.4,0.0,56,7.0,St. Lawrence,6723
1980-11-12,8.5,4.7,6.6,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1980-11-13,6.3,3.4,4.9,4.4,0.0,4.4,0.0,70,33.0,St. Lawrence,6723
1980-11-14,7.0,2.5,4.8,0.2,0.0,0.2,0.0,56,29.0,St. Lawrence,6723
1980-11-15,4.0,1.0,2.5,0.0,0.0,0.0,0.0,70,27.0,St. Lawrence,6723
1980-11-16,3.4,-4.3,-0.5,0.0,0.0,0.0,0.0,56,28.0,St. Lawrence,6723
1980-11-17,2.5,-7.4,-2.5,0.0,1.6,1.6,2.0,56,34.0,St. Lawrence,6723
1980-11-18,2.7,-2.2,0.3,0.0,1.2,1.2,0.0,83,9.0,St. Lawrence,6723
1980-11-19,3.4,0.1,1.8,9.8,8.4,19.4,6.0,102,7.0,St. Lawrence,6723
1980-11-20,5.5,-2.8,1.4,0.0,0.0,0.0,0.0,56,32.0,St. Lawrence,6723
1980-11-21,4.2,-4.5,-0.2,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1980-11-22,3.4,-4.0,-0.3,0.0,0.0,0.0,0.0,56,9.0,St. Lawrence,6723
1980-11-23,4.8,1.0,2.9,0.0,0.0,0.0,0.0,56,7.0,St. Lawrence,6723
1980-11-24,9.6,1.7,5.7,0.0,0.0,0.0,0.0,43,6.0,St. Lawrence,6723
1980-11-25,7.7,5.4,6.6,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1980-11-26,7.0,3.6,5.3,18.2,0.0,18.2,0.0,46,9.0,St. Lawrence,6723
1980-11-27,7.3,1.5,4.4,0.0,0.0,0.0,0.0,74,1.0,St. Lawrence,6723
1980-11-28,2.5,-1.0,0.8,0.0,0.0,0.0,0.0,78,2.0,St. Lawrence,6723
1980-11-29,3.9,-0.2,1.9,7.6,0.0,7.6,0.0,74,12.0,St. Lawrence,6723
1980-11-30,5.4,-0.5,2.5,1.0,0.0,1.0,0.0,56,14.0,St. Lawrence,6723
1981-01-01,-1.6,-4.2,-2.9,0.0,1.2,1.2,0.0,65,26.0,St. Lawrence,6723
1981-01-02,1.7,-3.8,-1.1,2.2,10.5,12.7,8.0,83,9.0,St. Lawrence,6723
1981-01-03,4.8,-3.7,0.6,0.0,0.0,0.0,8.0,111,24.0,St. Lawrence,6723
1981-01-04,3.4,-3.8,-0.2,0.0,7.3,7.3,6.0,85,24.0,St. Lawrence,6723
1981-01-05,-2.1,-10.3,-6.2,0.0,6.0,6.0,17.0,65,29.0,St. Lawrence,6723
1981-01-06,-1.7,-9.4,-5.6,0.0,0.4,0.4,19.0,48,24.0,St. Lawrence,6723
1981-01-07,2.6,-1.8,0.4,0.0,0.0,0.0,19.0,65,15.0,St. Lawrence,6723
1981-01-08,4.9,-1.2,1.9,6.0,2.2,8.2,14.0,93,13.0,St. Lawrence,6723
1981-01-09,0.8,-10.8,-5.0,0.0,0.0,0.0,10.0,65,25.0,St. Lawrence,6723
1981-01-10,3.8,-10.6,-3.4,5.5,0.0,5.5,10.0,93,9.0,St. Lawrence,6723
1981-01-11,6.1,0.2,3.2,10.4,0.0,10.4,0.0,83,12.0,St. Lawrence,6723
1981-01-12,2.6,-0.2,1.2,0.0,0.6,0.6,0.0,44,23.0,St. Lawrence,6723
1981-01-13,5.2,0.6,2.9,19.6,0.2,19.8,0.0,85,6.0,St. Lawrence,6723
1981-01-14,3.3,-1.2,1.1,0.0,0.0,0.0,0.0,78,22.0,St. Lawrence,6723
1981-01-15,0.8,-3.8,-1.5,0.0,0.0,0.0,0.0,56,25.0,St. Lawrence,6723
1981-01-16,0.0,-11.0,-5.5,0.0,10.3,12.1,5.0,63,34.0,St. Lawrence,6723
1981-01-17,-1.8,-11.2,-6.5,0.0,3.4,3.4,10.0,81,7.0,St. Lawrence,6723
1981-01-18,2.7,-2.1,0.3,4.4,7.5,11.9,16.0,93,7.0,St. Lawrence,6723
1981-01-19,0.1,-5.6,-2.8,0.0,0.2,0.2,15.0,74,27.0,St. Lawrence,6723
1981-01-20,-4.3,-8.5,-6.4,0.0,0.8,0.8,15.0,65,28.0,St. Lawrence,6723
1981-01-21,-2.6,-6.6,-4.6,0.0,1.2,1.2,16.0,52,27.0,St. Lawrence,6723
1981-01-22,-2.8,-7.7,-5.3,0.0,0.0,0.0,16.0,37,9.0,St. Lawrence,6723
1981-01-23,-1.6,-3.6,-2.6,0.0,0.8,0.8,16.0,46,7.0,St. Lawrence,6723
1981-01-24,-1.0,-4.5,-2.8,0.0,5.3,5.3,22.0,<31,,St. Lawrence,6723
1981-01-25,-1.4,-5.0,-3.2,0.0,0.0,0.0,22.0,41,29.0,St. Lawrence,6723
1981-01-26,0.4,-4.8,-2.2,0.0,0.8,0.8,22.0,44,28.0,St. Lawrence,6723
1981-01-27,3.4,0.2,1.8,4.2,0.0,4.2,18.0,46,21.0,St. Lawrence,6723
1981-01-28,1.6,0.0,0.8,0.0,0.0,0.0,8.0,41,24.0,St. Lawrence,6723
1981-01-29,0.1,-6.6,-3.3,0.0,12.8,12.8,8.0,37,33.0,St. Lawrence,6723
1981-01-30,-3.9,-8.0,-6.0,0.0,0.4,0.4,14.0,41,27.0,St. Lawrence,6723
1981-01-31,-4.2,-7.8,-6.0,0.0,0.0,0.0,14.0,48,27.0,St. Lawrence,6723
1981-02-01,-2.7,-9.5,-6.1,0.0,0.0,0.0,14.0,37,29.0,St. Lawrence,6723
1981-02-02,2.7,-7.4,-2.4,0.0,0.0,0.0,14.0,44,18.0,St. Lawrence,6723
1981-02-03,4.0,0.2,2.1,3.5,3.6,7.1,13.0,56,16.0,St. Lawrence,6723
1981-02-04,0.3,-9.4,-4.6,0.0,2.2,2.2,16.0,48,24.0,St. Lawrence,6723
1981-02-05,-5.4,-11.2,-8.3,0.0,0.0,0.0,16.0,41,27.0,St. Lawrence,6723
1981-02-06,-5.0,-11.5,-8.3,0.0,0.0,0.0,16.0,44,27.0,St. Lawrence,6723
1981-02-07,0.9,-5.0,-2.1,0.0,3.8,3.8,16.0,56,24.0,St. Lawrence,6723
1981-02-08,1.4,-3.6,-1.1,3.0,0.0,3.0,19.0,69,14.0,St. Lawrence,6723
1981-02-09,7.0,0.9,4.0,17.5,0.0,17.5,10.0,74,15.0,St. Lawrence,6723
1981-02-10,1.2,-5.8,-2.3,0.0,0.0,0.0,2.0,65,28.0,St. Lawrence,6723
1981-02-11,2.8,-6.4,-1.8,0.0,0.0,0.0,2.0,43,17.0,St. Lawrence,6723
1981-02-12,6.5,-4.7,0.9,0.0,0.0,0.0,0.0,70,27.0,St. Lawrence,6723
1981-02-13,-4.7,-10.7,-7.7,0.0,0.0,0.0,0.0,44,30.0,St. Lawrence,6723
1981-02-14,-4.0,-12.7,-8.4,0.0,2.4,2.2,0.0,37,24.0,St. Lawrence,6723
1981-02-15,-5.2,-18.0,-11.6,0.0,0.8,0.8,4.0,46,33.0,St. Lawrence,6723
1981-02-16,0.6,-16.6,-8.0,0.0,0.0,0.0,4.0,70,24.0,St. Lawrence,6723
1981-02-17,1.4,0.2,0.8,0.0,0.0,0.0,3.0,50,25.0,St. Lawrence,6723
1981-02-18,3.0,-1.3,0.9,0.0,0.0,0.0,0.0,37,27.0,St. Lawrence,6723
1981-02-19,5.6,-0.6,2.5,0.2,0.0,0.2,0.0,33,6.0,St. Lawrence,6723
1981-02-20,2.8,-2.5,0.2,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-02-21,2.8,-4.6,-0.9,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-02-22,6.7,-0.5,3.1,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-02-23,4.8,1.1,3.0,5.0,0.0,5.0,0.0,<31,,St. Lawrence,6723
1981-02-24,3.3,-0.7,1.3,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-02-25,2.2,-1.5,0.4,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-02-26,3.6,-1.7,1.0,0.0,0.0,0.0,0.0,41,8.0,St. Lawrence,6723
1981-02-27,3.6,0.7,2.2,18.2,0.0,18.2,0.0,56,6.0,St. Lawrence,6723
1981-02-28,5.4,1.0,3.2,2.0,0.0,2.0,0.0,56,3.0,St. Lawrence,6723
1981-03-01,3.1,0.1,1.6,1.6,0.0,1.6,0.0,44,34.0,St. Lawrence,6723
1981-03-02,3.2,-0.6,1.3,0.0,0.0,0.0,0.0,31,27.0,St. Lawrence,6723
1981-03-03,7.3,0.2,3.8,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-03-04,7.4,1.8,4.6,0.5,0.0,0.5,0.0,44,6.0,St. Lawrence,6723
1981-03-05,5.8,1.8,3.8,1.4,0.0,1.4,0.0,37,4.0,St. Lawrence,6723
1981-03-06,6.7,1.8,4.3,0.0,0.0,0.0,0.0,78,5.0,St. Lawrence,6723
1981-03-07,4.2,1.0,2.6,0.0,0.0,0.0,0.0,83,5.0,St. Lawrence,6723
1981-03-08,5.0,-1.2,1.9,0.0,0.0,0.0,0.0,52,4.0,St. Lawrence,6723
1981-03-09,2.2,-1.4,0.4,0.0,0.0,0.0,0.0,37,36.0,St. Lawrence,6723
1981-03-10,0.2,-1.8,-0.8,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-03-11,1.4,-2.5,-0.6,0.0,0.6,0.6,1.0,<31,,St. Lawrence,6723
1981-03-12,2.3,-0.9,0.7,0.0,0.0,0.4,0.0,<31,,St. Lawrence,6723
1981-03-13,3.4,-6.5,-1.6,0.0,0.0,0.0,0.0,37,25.0,St. Lawrence,6723
1981-03-14,3.0,-6.7,-1.9,2.0,2.6,4.6,0.0,93,9.0,St. Lawrence,6723
1981-03-15,2.6,-0.4,1.1,19.0,2.5,21.5,2.0,85,10.0,St. Lawrence,6723
1981-03-16,0.6,-1.3,-0.4,0.0,1.1,1.1,5.0,48,26.0,St. Lawrence,6723
1981-03-17,6.0,0.4,3.2,16.7,0.0,16.7,1.0,93,9.0,St. Lawrence,6723
1981-03-18,3.2,-0.1,1.6,1.0,0.0,1.0,0.0,46,25.0,St. Lawrence,6723
1981-03-19,3.2,-0.6,1.3,0.2,0.0,0.2,0.0,74,26.0,St. Lawrence,6723
1981-03-20,4.5,-1.0,1.8,0.0,0.0,0.6,0.0,80,7.0,St. Lawrence,6723
1981-03-21,3.4,0.7,2.1,0.0,0.4,0.4,0.0,89,6.0,St. Lawrence,6723
1981-03-22,3.4,-3.8,-0.2,0.0,0.0,0.0,0.0,63,2.0,St. Lawrence,6723
1981-03-23,3.7,-4.9,-0.6,0.0,0.0,0.0,0.0,37,34.0,St. Lawrence,6723
1981-03-24,3.5,-5.0,-0.8,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-03-25,1.4,-4.1,-1.4,0.0,0.0,0.0,0.0,37,36.0,St. Lawrence,6723
1981-03-26,4.1,-5.8,-0.9,0.0,0.0,0.0,0.0,41,26.0,St. Lawrence,6723
1981-03-27,3.4,-5.3,-1.0,0.0,0.0,0.0,0.0,56,25.0,St. Lawrence,6723
1981-03-28,3.0,-6.1,-1.6,0.0,0.0,0.0,0.0,41,30.0,St. Lawrence,6723
1981-03-29,4.4,-1.6,1.4,2.6,0.8,3.4,0.0,56,21.0,St. Lawrence,6723
1981-03-30,7.7,0.5,4.1,0.0,0.0,0.0,0.0,46,30.0,St. Lawrence,6723
1981-03-31,4.9,0.1,2.5,45.1,1.0,46.1,0.0,74,36.0,St. Lawrence,6723
1981-04-01,2.0,-3.5,-0.8,0.0,0.0,0.0,1.0,46,35.0,St. Lawrence,6723
1981-04-02,5.3,-0.6,2.4,3.2,0.0,3.2,0.0,67,14.0,St. Lawrence,6723
1981-04-03,5.3,0.6,3.0,0.0,0.0,0.0,0.0,56,25.0,St. Lawrence,6723
1981-04-04,5.3,1.0,3.2,0.4,0.0,0.4,0.0,41,26.0,St. Lawrence,6723
1981-04-05,4.6,2.1,3.4,0.2,0.0,0.2,0.0,37,25.0,St. Lawrence,6723
1981-04-06,5.6,3.4,4.5,0.5,0.0,0.5,0.0,48,21.0,St. Lawrence,6723
1981-04-07,4.2,-1.0,1.6,1.0,0.0,1.0,0.0,50,24.0,St. Lawrence,6723
1981-04-08,6.2,-0.7,2.8,0.0,0.0,0.0,0.0,46,26.0,St. Lawrence,6723
1981-04-09,5.6,1.2,3.4,0.0,0.0,0.0,0.0,37,24.0,St. Lawrence,6723
1981-04-10,6.0,0.9,3.5,0.3,0.0,0.3,0.0,70,26.0,St. Lawrence,6723
1981-04-11,5.3,-1.3,2.0,0.0,0.0,0.0,0.0,70,27.0,St. Lawrence,6723
1981-04-12,0.7,-3.5,-1.4,0.0,12.0,12.0,11.0,44,1.0,St. Lawrence,6723
1981-04-13,2.4,-4.1,-0.9,0.0,0.0,0.0,3.0,33,34.0,St. Lawrence,6723
1981-04-14,5.5,-4.0,0.8,0.0,0.0,0.0,0.0,48,26.0,St. Lawrence,6723
1981-04-15,5.0,-2.7,1.2,5.8,0.0,5.8,0.0,67,22.0,St. Lawrence,6723
1981-04-16,-2.7,-9.4,-6.1,0.0,1.6,1.6,1.0,52,27.0,St. Lawrence,6723
1981-04-17,1.4,-10.0,-4.3,0.0,0.0,0.0,0.0,33,16.0,St. Lawrence,6723
1981-04-18,1.6,-1.5,0.1,1.7,0.0,1.7,0.0,61,9.0,St. Lawrence,6723
1981-04-19,6.2,-2.0,2.1,0.0,0.0,0.0,0.0,46,8.0,St. Lawrence,6723
1981-04-20,7.4,1.5,4.5,3.6,0.0,3.6,0.0,37,9.0,St. Lawrence,6723
1981-04-21,3.3,0.3,1.8,14.5,0.8,15.3,0.0,56,9.0,St. Lawrence,6723
1981-04-22,1.5,-1.4,0.1,0.0,2.6,2.6,0.0,54,16.0,St. Lawrence,6723
1981-04-23,6.0,0.0,3.0,0.0,0.0,0.0,1.0,50,25.0,St. Lawrence,6723
1981-04-24,5.0,1.0,3.0,3.1,0.0,3.1,0.0,56,7.0,St. Lawrence,6723
1981-04-25,4.4,1.5,3.0,0.7,0.0,0.7,0.0,<31,,St. Lawrence,6723
1981-04-26,5.2,1.9,3.6,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-04-27,5.0,0.8,2.9,0.3,0.0,0.3,0.0,<31,,St. Lawrence,6723
1981-04-28,4.6,0.0,2.3,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-04-29,7.6,0.2,3.9,0.5,0.0,0.5,0.0,<31,,St. Lawrence,6723
1981-04-30,6.8,2.8,4.8,6.6,0.0,6.6,0.0,56,16.0,St. Lawrence,6723
1981-05-01,6.4,2.6,4.5,25.8,0.0,25.8,0.0,<31,,St. Lawrence,6723
1981-05-02,7.2,4.9,6.1,10.2,0.0,10.2,0.0,52,18.0,St. Lawrence,6723
1981-05-03,7.7,5.2,6.5,7.3,0.0,7.3,0.0,33,17.0,St. Lawrence,6723
1981-05-04,7.0,2.9,5.0,5.7,0.0,5.7,0.0,41,6.0,St. Lawrence,6723
1981-05-05,4.6,2.5,3.6,1.0,0.0,1.0,0.0,35,7.0,St. Lawrence,6723
1981-05-06,8.7,3.5,6.1,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-05-07,8.1,2.7,5.4,12.5,0.0,12.5,0.0,37,27.0,St. Lawrence,6723
1981-05-08,10.0,0.7,5.4,0.0,0.0,0.0,0.0,48,29.0,St. Lawrence,6723
1981-05-09,8.3,1.4,4.9,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-05-10,8.4,2.6,5.5,0.0,0.0,0.0,0.0,33,21.0,St. Lawrence,6723
1981-05-11,9.7,3.6,6.7,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-05-12,9.9,2.8,6.4,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-05-13,15.5,5.7,10.6,0.0,0.0,0.0,0.0,41,8.0,St. Lawrence,6723
1981-05-14,8.0,2.9,5.5,1.2,0.0,1.2,0.0,43,8.0,St. Lawrence,6723
1981-05-15,9.3,7.8,8.6,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-05-16,6.7,2.5,4.6,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-05-17,6.7,4.0,5.4,10.2,0.0,10.2,0.0,44,10.0,St. Lawrence,6723
1981-05-18,7.6,4.1,5.9,0.0,0.0,0.0,0.0,33,21.0,St. Lawrence,6723
1981-05-19,8.0,2.1,5.1,0.0,0.0,0.0,0.0,48,25.0,St. Lawrence,6723
1981-05-20,8.9,1.6,5.3,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-05-21,11.0,3.2,7.1,0.0,0.0,0.0,0.0,41,26.0,St. Lawrence,6723
1981-05-22,9.6,2.2,5.9,2.0,0.0,2.0,0.0,<31,,St. Lawrence,6723
1981-05-23,9.5,5.8,7.7,5.2,0.0,5.2,0.0,74,7.0,St. Lawrence,6723
1981-05-24,10.4,5.2,7.8,25.6,0.0,25.6,0.0,74,6.0,St. Lawrence,6723
1981-05-25,16.3,4.3,10.3,1.6,0.0,1.6,0.0,43,35.0,St. Lawrence,6723
1981-05-26,8.1,4.3,6.2,0.4,0.0,0.4,0.0,<31,,St. Lawrence,6723
1981-05-27,10.8,5.9,8.4,1.8,0.0,1.8,0.0,<31,,St. Lawrence,6723
1981-05-28,7.2,5.4,6.3,0.3,0.0,0.3,0.0,<31,,St. Lawrence,6723
1981-05-29,10.0,5.9,8.0,0.0,0.0,0.0,0.0,33,25.0,St. Lawrence,6723
1981-05-30,9.7,5.4,7.6,1.7,0.0,1.7,0.0,<31,,St. Lawrence,6723
1981-05-31,10.4,8.0,9.2,14.2,0.0,14.2,0.0,<31,,St. Lawrence,6723
1981-06-01,16.2,3.2,9.7,14.0,0.0,14.0,0.0,56,31.0,St. Lawrence,6723
1981-06-02,16.6,3.5,10.1,0.0,0.0,0.0,0.0,46,26.0,St. Lawrence,6723
1981-06-03,11.5,5.6,8.6,0.0,0.0,0.0,0.0,43,25.0,St. Lawrence,6723
1981-06-04,9.9,6.3,8.1,0.8,0.0,0.8,0.0,<31,,St. Lawrence,6723
1981-06-05,10.4,5.8,8.1,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-06-06,8.2,5.1,6.7,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-06-07,10.1,5.7,7.9,51.0,0.0,51.0,0.0,41,10.0,St. Lawrence,6723
1981-06-08,8.6,5.2,6.9,0.0,0.0,0.0,0.0,59,26.0,St. Lawrence,6723
1981-06-09,13.9,5.2,9.6,0.0,0.0,0.0,0.0,43,26.0,St. Lawrence,6723
1981-06-10,8.5,5.0,6.8,34.6,0.0,34.6,0.0,65,7.0,St. Lawrence,6723
1981-06-11,13.4,6.3,9.9,0.0,0.0,0.0,0.0,41,36.0,St. Lawrence,6723
1981-06-12,11.9,1.5,6.7,0.0,0.0,0.0,0.0,37,34.0,St. Lawrence,6723
1981-06-13,10.0,-0.3,4.9,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-06-14,10.0,0.3,5.2,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-06-15,11.0,5.5,8.3,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-06-16,12.9,2.9,7.9,0.0,0.0,0.0,0.0,56,25.0,St. Lawrence,6723
1981-06-17,10.2,3.9,7.1,1.4,0.0,1.4,0.0,37,9.0,St. Lawrence,6723
1981-06-18,10.2,6.7,8.5,13.8,0.0,13.8,0.0,41,9.0,St. Lawrence,6723
1981-06-19,17.4,6.8,12.1,0.0,0.0,0.0,0.0,37,26.0,St. Lawrence,6723
1981-06-20,12.0,8.8,10.4,0.8,0.0,0.8,0.0,<31,,St. Lawrence,6723
1981-06-21,11.8,8.4,10.1,9.2,0.0,9.2,0.0,46,22.0,St. Lawrence,6723
1981-06-22,12.0,7.0,9.5,13.6,0.0,13.6,0.0,39,21.0,St. Lawrence,6723
1981-06-23,13.3,6.8,10.1,3.4,0.0,3.4,0.0,44,20.0,St. Lawrence,6723
1981-06-24,14.8,7.8,11.3,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-06-25,13.6,7.8,10.7,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-06-26,13.5,9.1,11.3,3.6,0.0,3.6,0.0,37,16.0,St. Lawrence,6723
1981-06-27,12.5,9.0,10.8,12.2,0.0,12.2,0.0,52,18.0,St. Lawrence,6723
1981-06-28,14.3,9.0,11.7,1.6,0.0,1.6,0.0,<31,,St. Lawrence,6723
1981-06-29,15.3,11.0,13.2,5.8,0.0,5.8,0.0,31,6.0,St. Lawrence,6723
1981-06-30,13.7,12.0,12.9,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
1981-07-01,13.5,10.4,12.0,3.2,0.0,3.2,0.0,31,25.0,St. Lawrence,6723
1981-07-02,14.4,6.8,10.6,0.0,0.0,0.0,0.0,<31,,St. Lawrence,6723
