Date,Max Temp (°C),Min Temp (°C),Max Wind Gust (km/h),Wind Direction (°),Wind Direction
2025-04-22,7.9,1.3,97.2,338,NNW
2025-04-23,5.3,-3.7,16.0,12,NNE
2025-04-24,7.7,-7.4,25.0,27,NNE
2025-04-25,5.9,-2.0,25.3,12,NNE
2025-04-26,9.5,-3.4,27.9,93,E
2025-04-27,4.5,-1.0,36.4,255,WSW
2025-04-28,3.7,-4.6,75.6,347,NNW
2025-04-29,6.2,-8.4,43.4,84,E
2025-04-30,6.1,-0.4,30.6,218,SW
2025-05-01,2.5,0.2,88.2,24,NNE
2025-05-02,10.8,-1.3,100.6,345,NNW
2025-05-03,3.3,-1.5,26.1,302,WNW
2025-05-04,9.5,-0.1,32.0,156,SSE
2025-05-05,3.1,0.2,65.7,240,WSW
